global_id,name,object_type,type_name,type_predefined_type,occurrence_predefined_type,materials,current_status,current_load_bearing,candidate_status,basis,confidence,review_required,visible_in_wall_plan,min_x_mm,min_y_mm,min_z_mm,max_x_mm,max_y_mm,max_z_mm,size_x_mm,size_y_mm,size_z_mm,source_ifc_sha256
0qZZv8B9b9SQk3mAPTXSfP,Wall,,BWW01,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6749.982300,-5250.000000,447.000000,-6499.987316,-4599.949958,647.000000,249.994984,650.050042,200.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
0rj$xpoALDGQ3T1Tw9NAOA,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-5250.000000,2800.000000,580.000000,-5050.000000,3200.000000,2480.000000,200.000000,400.000000,1900.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
0vMU_9TZXEV8GPr46AYxhu,Wall,,BWW01,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,False,-3000.000000,-5199.987000,2450.014893,-200.000000,-4400.000000,3000.013721,2800.000000,799.987000,549.998828,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
122leYIbHFFBi0YE3uzZDV,Wall,,BWW03,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6300.000000,2600.000000,0.000000,-5050.000000,3450.020386,680.000000,1250.000000,850.020386,680.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
15OpJLVNT1KBzxIDjBV7yp,Wall,,WAL200S,SOLIDWALL,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-1700.000462,3200.000000,580.000000,-1500.000000,3400.000462,2480.000000,200.000462,200.000462,1900.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
18Qhf59crDCAy$scVOCK92,Wall,,WAL350B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-5050.000000,2600.000000,0.000000,-4700.000000,3400.000000,3000.000000,350.000000,800.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
18eimQPoDDKg_QKo2uX5el,Wall,,WAL200B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-200.011331,-5200.000000,0.000000,-0.000000,-3699.998489,3000.000000,200.011331,1500.001511,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1AEziWa0DAR8TEFYF8unFF,Wall,,BWW03,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,False,-1900.000000,3200.000000,2480.000000,-650.000000,3999.958069,3000.000000,1250.000000,799.958069,520.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1AxFP7vkD30Q3ZdxDr_l4l,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,4000.000000,3800.000000,650.000000,6300.000000,4000.000000,2450.000000,2300.000000,200.000000,1800.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1GT_8LA1P1AQ20xisLLbMN,Wall,,WAL400B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-3400.000000,-5199.999995,0.000000,-2999.909152,-4399.954575,3000.000000,400.090848,800.045420,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1Jfv0e_IDCLRJN$vloEl97,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6700.000000,-5200.000000,647.000000,-3400.000000,-5000.000000,2447.000000,3300.000000,200.000000,1800.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1KEHQ8njvClveqqoC3Ygq$,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-650.000000,3400.000000,0.000000,-450.000000,4000.000000,3000.000000,200.000000,600.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1NPW7kpY90ofCA3b1oDHTr,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6300.000000,2800.000000,580.000000,-6100.000000,3200.000000,2480.000000,200.000000,400.000000,1900.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1W_SysTb9CJQGS7TZtcqax,Wall,,WAL400B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-200.000000,-6000.000000,0.000000,200.000000,-5200.000000,3000.000000,400.000000,800.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1YQyOdKDnFiOaH$X4tK5dp,Wall,,BWW03,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,False,-6300.000000,2600.000000,2480.000000,-5050.000000,3399.958069,3000.000000,1250.000000,799.958069,520.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1ZVH2UdTP3dRvnG0LRbYIR,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6700.000000,-5200.000000,647.000000,-6500.000000,-4600.000000,2447.000000,200.000000,600.000000,1800.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1aQiUP$CH5uhQBoEX8NjwK,Wall,,WAL450B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-450.000000,3200.000000,0.000000,0.000000,4000.000000,3000.000000,450.000000,800.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1haxNPS0P1FxP1VZiCTIFV,Wall,,WAL200S,SOLIDWALL,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-3000.000000,-4600.000468,550.000000,-2799.999532,-4400.000000,2450.000000,200.000468,200.000468,1900.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1kB9zQpv94vO1NObylFPcP,Wall,,BWW01,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,4000.000000,3200.000000,0.000000,6300.000000,4049.982300,650.000000,2300.000000,849.982300,650.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1oa6zGXK1CeuV$1tRZM9Ob,Wall,,WAL200B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,3200.000000,-3850.000000,0.000000,3400.000000,-1400.000000,3000.000000,200.000000,2450.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1q9EfwGKLByPI32Mi7AhWS,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,5900.000000,103.000000,0.000000,6700.000000,303.000000,3000.000000,800.000000,200.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1qTZAO3FXD8uU5_b8nP56O,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,4000.000000,3400.000000,550.000000,4200.000000,3800.000000,2650.000000,200.000000,400.000000,2100.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1vyfckSCz8Fww8vTAKGqom,Wall,,WAL200B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-4901.000000,3.000000,0.000000,-4701.000000,400.000000,3000.000000,200.000000,397.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
1yuWIPQdP3uuPJnZhwUAcx,Wall,,WAL400B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-6900.000000,-4600.000000,0.000000,-6500.000000,-4200.000000,3000.000000,400.000000,400.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
21rLg3DBL3dupCGoi2RsUf,Wall,,WAL200B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,3800.000000,3200.000000,0.000000,4000.000000,4100.000000,3000.000000,200.000000,900.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
21vcsFmEvC2xpOEhH31C0E,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,3200.000000,-5200.000000,0.000000,3400.000000,-3850.000000,3000.000000,200.000000,1350.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
23tK4hWyjBMvcAx0XfRa09,Wall,,WAL400B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-6700.000000,2600.000000,0.000000,-6300.000000,3400.000000,3000.000000,400.000000,800.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
24AqfsAbz9a9uOPQhRX75e,Wall,,WAL200B,SHEAR,,Concrete,EXISTING,True,CONFIRMED_EXISTING_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=true; user-confirmed blue-gray group,1.0,no,True,-4901.000000,3.000000,0.000000,-3001.000000,203.000000,3000.000000,1900.000000,200.000000,3000.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
24TAYXjcD4EQjzT1RbeRjW,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-6300.000000,3200.000000,680.000000,-5050.000000,3400.000000,2480.000000,1250.000000,200.000000,1800.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
26tBNOs75EH9eZKZJlkRH3,Wall,,WAL200,PARTITIONING,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-3000.000000,-5000.000000,550.000000,-2800.000000,-4600.000000,2650.000000,200.000000,400.000000,2100.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
26z2GfGaTA$RfZRO_HdeCI,Wall,,BWW01,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,True,-4949.982300,3399.999990,450.000000,-4699.990077,4050.000000,650.000000,249.992222,650.000010,200.000000,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
27xkga6Qr2v8HW65geRw7i,Wall,,BWW01,PARAPET,,Aircrete,EXISTING,False,CONFIRMED_EXISTING_NON_LOAD_BEARING,IFC Pset_WallCommon.Status=EXISTING and LoadBearing=false; user-confirmed orange group,1.0,no,False,-6700.005183,-5199.987000,2450.014893,-6500.000000,-4999.982042,2750.010818,200.005183,200.004957,299.995926,7a5537da3e356ba167e68a41ef6ca8fc01e9c637af42d9ef26a7cd54c35a1e7e
